,Model Name,K,userid,ndcg@k,Relative_mrr@k,fcp@k,MAE@k,MSE@k,RMSE@k,R2squared
68,SVD++,17,518.4444444444445,0.8303819198594249,0.19753475250880098,0.7034313725490197,0.8010654382695803,0.9148294646997915,0.9415853101213673,0.08176830937768406
69,SVD++,18,377.0833333333333,0.850552955643615,0.18596899272961365,0.7581699346405228,0.6987223535871533,0.8148641691691184,0.8834614459642286,0.05323667718609101
70,SVD++,19,480.9166666666667,0.8732067946954342,0.1817864531522467,0.7397660818713451,0.7689224742976308,0.9400647858375951,0.9338752715387967,0.11516583027735394
71,SVD++,20,474.2116991643454,0.7358632535557873,0.17712783638227445,0.7180472071543761,0.7758439752370441,1.024092486496194,0.9798459354138616,0.007425648060930068
72,UserKNN,3,470.66421343146277,0.6668071138004362,0.6040069508330778,0.6519472554431156,0.8480691657704732,1.1713764552515213,0.9702018303840108,-0.506647022712466
73,UserKNN,4,434.8712871287129,0.7754559257066067,0.49669966996699666,0.6320132013201321,0.9012218448295348,1.1978023881591635,1.042089486557557,-0.8042922211558075
74,UserKNN,5,474.3808574277169,0.7028136753729378,0.45079428381522096,0.6758723828514457,0.8326553132495458,1.1257114427451564,0.9882121786692735,-0.39511415110117215
75,UserKNN,6,544.8301886792453,0.8358160896110124,0.39103773584905654,0.7056603773584906,0.829462389712855,1.0884196373520152,0.9962056222599238,-0.41642327095576326
76,UserKNN,7,522.4615384615385,0.7697799384925277,0.3613901971044828,0.6227106227106227,0.8271924086461302,1.1361363582853374,1.0236176722648826,-0.3998686248532845
77,UserKNN,8,487.60526315789474,0.8094330435147779,0.326766134085213,0.6729323308270676,0.8629926954561007,1.148314218495391,1.0432404027277538,-0.46261066469939577
78,UserKNN,9,499.2,0.8146224685044289,0.3048555996472663,0.6909722222222222,0.8802914484819834,1.2168058242849438,1.0641583277271445,-0.31662350210790774
79,UserKNN,10,455.976,0.7120752660088905,0.2904733333333333,0.6953600000000001,0.814839865621006,1.0966898513149963,0.9945556767732207,-0.28823732878110964
80,UserKNN,11,440.7741935483871,0.8000507063746697,0.26104996339600445,0.6844574780058651,0.8914285188935521,1.205154933177624,1.0648827515240205,-1.421189556460976
81,UserKNN,12,416.10714285714283,0.8079382322127867,0.248448988181131,0.6883116883116883,0.9136021753733822,1.2780896865296998,1.0875602565121678,-0.46867730923557266
82,UserKNN,13,426.8636363636364,0.8097344657885759,0.23362640661591708,0.7057109557109557,0.9318274622939305,1.3493100100075395,1.1325041990095468,-0.4898412077717998
83,UserKNN,14,555.3181818181819,0.8364369286614782,0.22315990286769508,0.7152847152847153,0.8314571374410341,1.0709103990733484,1.0174171423335179,-0.14618680945816187
84,UserKNN,15,468.68119266055044,0.7204031825854957,0.21994604826026848,0.7137833114897335,0.8235266030289151,1.1362747645839877,1.0174736784165208,-0.1608784295381647
85,UserKNN,16,569.0833333333334,0.8008761518454651,0.20419107079263332,0.7576388888888889,0.8062890391680799,1.1174707101529837,1.0211105392798094,-0.05523625073899104
86,UserKNN,17,518.4444444444445,0.8303819198594249,0.1980640642837875,0.7034313725490197,0.8229151160597011,0.982052202681653,0.9731789360628785,-0.011022743995928322
87,UserKNN,18,377.0833333333333,0.850552955643615,0.18936474178508492,0.7581699346405228,0.7423798261179066,0.8278788337910165,0.895589150955407,-0.03136673937932507
88,UserKNN,19,480.9166666666667,0.8732067946954342,0.18082656861783472,0.7397660818713451,0.8073565677666622,1.027320949474773,0.9790278722809443,-0.04962884079338128
89,UserKNN,20,474.2116991643454,0.7356306980522109,0.17881728283461792,0.7179299222987833,0.8433562177630051,1.1861864863430223,1.045889977750976,-0.1720303971442077
